text,label
"The heels slipped off with every step, but that happens with all pumps I wear. Now I only buy mary jane style pumps with an ankle strap.",0
my boy loves them!,4
"Cool looking shades, but rather uncomfortable.  But the King was all about style, so I'm not complaining.",2
Rubs the knuckles of my toes,2
Very nice backpack. Seems sturdy enough for 6 year old. My niece loves it.,4
"These were lovely but not a size 9..as I wear a size 9 .these were very small..returned all 3 pairs,and was very disappionted.diana b.",4
Cheap and showy. Won't purchase again.,1
Great boots but we put them in the closet fir next year. They are running very large.,2
"I have an older pair that is similar and I wasn't sure of the size. They are okay, but an 11 would have been better. I am happy with the shoes. I am re cooperating from foot surgery (again) and I can't wait to wear them. These shoes are really great for anyone with foot problems. THANKS!",3
"Buying shoes online is one of the hardest things you can do which is why I hardly ever do it. I bought the exact same shoe that I had been wearing for the last couple of years but now it's almost a full size smaller! Shoemakers seem to think they can save on material and improve their profits if they make each shoe a little smaller. Let me explain why this is a really dumb idea. 1) People now have to buy the next larger size which will still use the larger amount of material and 2) People like me will just give up buying shoes online out of frustration. I just want a pair of shoes. I don't want repeated trips to the UPS store! I see lots of shoes online that I would like to buy but most of the time I think, &#34;Well it's probably not going to fit&#34; so I don't bother. Who wants to keep shipping shoes back and forth? I have better things to do with my time. Wise up shoemakers! Standardize the sizes and stick with that.",2
"Wanted a comfy sneaker, liked the look, but they were stiff rubbed blisters and had no cush or arch what so ever.  They also were too tight in the toe area.  I have narrow feet and these still didn't work.  Switched to keds.",0
I have the same pair in black and oddly enough the tan ones do not fit the same,1
This is the second pair I have owned and I wore out the first pair.  Love them!!!,4
Classic Ray-Bans at an affordable price. Fast delivery and authentic product.,4
I was disappointed with how these looked in real life. I returned them.,1
Overall it's a very comfortable shoe.,3
"These were true to size for us.  Our 7 year old LOVES them.  We had to issue a cease and desist so he would not wear them in the house.  He wears a 2 in shoes with normal width feet, and we got a 2 and they fit fine, a bit loose, if anything.  I wouldn't recommend sizing up.",4
"These don't look anything like the picture. They're not &#34;rose&#34; or any shade of pink at all. The glitter is overwhelming, just so much sparklier and GOLD than they appear in the photo. They also run a bit small. I wear a 9 in literally every pair of ballet flats that I own, but in these my toes are pressed pretty much right up into the front of the shoe. I decided to return them, but wound up paying nearly as much as the cost of the shoe to ship them back to the seller.",1
"This is my second pair of Altitude 4's and they were purchased to replace the existing ones which I love.  The sole pattern, in my opinion is much better than the newer Altitude 5's.  They provide excellent traction for hiking, both ascending and descending on moderately loose surface material. (i.e.- gravel and rock.)  The only thing I noticed was that they seem to be &#34;slightly&#34; shorter in length than my old pair which are the same size as these.  I noticed this on the long descent of a hike I just took.  (That is why I'm not giving 5 stars.)  All other features appear to be the same as my old ones and the build quality is excellent!",3
Almost like they are kid size too small for my head but my daughter likes them.,1
"Great boots, the only problem is if you work on tile or poly urethane floors they are a bit slippery if floors are wet.",3
Not comfortable.,0
"They're great--simple, match with anything, cute. The only thing though is definitely order at least a size up because they're snug at your actual size.",4
"Do not fit well, foot slides forward.",1
this was a purchase made me feel disappointed because I just put them on and walk half a block when the strings sandals came off ... I feel I wasted my money with this purchase,0
"Sturdy but a little heavy, should last a long time  Nice work or bike boot !",3
Poor quality all around. Stich work poorly done. Both both attachment points for the neck strap came undone within 2 weeks.,0
Too small to keep!,0
A little  tight...but think they will be ok when broken in.  Like the style.,3
Somewhat large,2
Ugly and awkward looking,0
Perfect backups when I am doing something that would otherwise put my vintage Wayfarers at risk.,4
"Good fit. They broke within the first day I used them. I didn't drop them. I had them on and then next minute they fell off. It was so pathetic I had to laugh. The plastic around the lenses cracked and then the lenses also popped out. Anyway, yeah, 1 star.",0
Can't wear them,0
"The material felt cheap.  I normally wear between an 8/12 and a 9.  I ordered a 9 because the price was $60 less than the 8/1/2 and they were too big.  I sent them back, but I wouldn't have kept the 8 1/2 either.",1
"I bought these boots because of the reviews.  Overall everyone seemed to really love them.  A number of people even said that they were perfect from day one and didn't need any breaking in.<br /><br />First of all, these are comfortable boots, with one exception.  They have good support and form around your foot nicely.  The only problem is, they mutilate your heels.<br /><br />I took them for a three mile hike that I do a couple of times a week.  After only 0.3 miles, my right heel was starting to hurt.  After 0.5 miles my left heel started to hurt.  By the end, they had torn the skin clean off both of my heels.  I've never had any pair of shoes do that.<br /><br />These things are built like tanks, without being overly large or heavy.<br /><br />One thing I was not expecting was the grip.  These boots have incredible grip.  The only boots I've found with better grip are Innov-8 Rockilite.  That's saying a lot.<br /><br />Overall, these should be incredible boots once I break them in.  I get the feeling it's going to take a long time to break them in.  I'll try to do an update once they are no longer tearing the skin off my heels.",3
"Love these, but I was expecting a pinkish red from the way they look on my monitor.  Was surprised to discover that, boy, are they PINK.  Very, VERY pink.  Being mildly averse to bright pink, I wouldn't have ordered them if I'd known, but I love the quality, shape, style and fit so much I'm glad I didn't.  They're super cute, really well-made, comfy, and not too wide at the top for my skinny legs.  Glad they're not shiny.",4
They were too small,0
"Way too narrow to fit my son's feet.  He couldn't even wear them from one room to the other when trying them on.  Seem a good quality, but will not work for someone with an average or wide width foot.  I think there may have been a mistake during the manufacturing process, marking a giant batch of narrow width shoes as normal width.  Sent them back.",2
"Great shoes,as described & worth the monry paid.",3
"This shoe is gorgeous but it does pinch my toes in the front :-\<br /><br />The style is lovely, however the holes on the straps were not made wide enough I had to manually poke holes through each one.",1
These shoes look really cute but the fit is awful. The straps are too loose and the shoe is too narrow. I don't have wide feet but the sides of my foot were hanging over the side edges of the shoe. I had another pair of Nine West sandals that were too narrow. They need to make the front part of the shoe wider. I don't think I'll be buying this type of sandal from them  anymore.,0
"I like the company a lot. I have other pairs that have lasted for years. He's in particular though feel tighter than usual, and there is no breathing room so you will be very sweaty wearing these. They seem well made to protect against any rain (hence the lack of oxygen/breathing feel.) It also has cushioning inside the shoe so that you won't feel every step you take as well as top cushioning which would help in colder weather. The elastic piece makes the shoe a little bit tighter than expected but this is a rain boot. It is also on the heavier side but that doesn't bother me for weather boots but good to know for travel.<br />The biggest flaw with this design is that the back of the ankle was design with ridges which I am uncertain as to why and he's not question well enough so that you feel every step take pushing against the back of your ankle which will likely cause blisters when wearing for long periods at a time. Unfortunately, these will most likely feel uncomfortable anytime you wear it and I will probably have to return these for the lower ankle cut.",1
Adorable. Perfect size. But one side won't stay snapped together.,2
They are comfortable but are somewhat clunky and remind me of rain shoes. Good for snow,1
Very comfortable!  Perfect fit!,4
This boots is very comfortable for my job as a welder I would recommend this boots to anyone looking for a good working boots it very sturdy.,4
"I am not sure I am going to keep this particular pair of sandals as they do not fit like the platinum colored ones I bought a little while ago.The strap is made for a majorly narrow foot unless you want to spend a great deal of time breaking them in. Shoes that cost this much should be comfortable out of the box, like Birkenstock for heavens sake! I can tell you that these shoes are not even in the same class with those German made friends I have in my closet. I will try a shoe stretch solution and if that doesn't work, back they go!",1
"This is the fourth pair of New Balance shoes that I have purchased.  The only issue I have is that they (New Balance) keep changing the product number so I am never quite sure if I am replacing an old pair with the same product.  For example, the pair I just replaced was New Balance 606 and the new pair is New Balance 659.",3
"Great sandals, fit securely on my feet and I can wear them all day with comfort.",4
Didn't like the shape nor the texture of the material.,1
"I got a size bigger, love the shoes...",4
Too small,0
"This bag is the perfect size for my requirements.  Small enough to be lightweight, and still large enough to hold my essentials.  It's not an imitation leather that would fool anyone into thinking it's the real thing, but still attractive.",4
8 was to small. 9 was too large. Gave them away,0
Very satisfied,3
"You get what you pay for.  Junk.  The cushion stuff that touches your face came off with the first use.  If you only plan to use it once, then this is perfect, otherwise, look for better quality.",0
Had 2 pair because under armor replaced the first pair after they were falling apart after about a month. The second pair lasted about 3 months and they are just about totally unusable.,1
The pictures do not do the boots justice. They are beautifully crafted and the details on the design is amazing.  Great boot and affordable.,4
"Not what I expected; they are not fashionable, just functional but my husband laughed when I put them on;  won't make you look attractive but nerdy.  Not quite the look I was going for.  Even if I used them in the privacy of my home, I still want to look nice.  They were a little loose too so not comfortable.  Could just be my own head size.",0
My favorite heal of all times. Classic and goes with everything. And pretty comfy!,4
Good,2
Love them ! Best running shoes ever!!!,4
The shoes are fine but the toe box is too narrow even though I selected a &#34;wide&#34; width. They don't fit like the Sacony's I've had before.,2
They are too big around the eyes. They make me look like a robot.,0
Item as described.Highly recommend,4
they are fine thanks,4
Much too tight compared to other Nunn Bush shoes that I've purchased.,1
Nice pair of flip flops,4
"It has a really funny fit for me.  Too small, the arch hit me strangely and the heel cup was really uncomfortable.  Shame because I love the color.",2
"Love these and they are really comfortable, but they don't hold up very well.  After about 4 months of steady wear the leather on the toe scuffed and ripped on one of the shoes",2
"These are hands down one of the most comfortable pair of sandals I have ever worn. I tore a fascia on the bottom of one of my feet earlier this summer and finding a comfortable, affordable, arch- supportive sandal has been very difficult. Why 3 stars? The quality of the material. Yes, I knew these are man made materials when I bought them, but the chemical smell they give off gave me a headache, and these are basically styrofoam. (For comparison, Crocs seem to be of superior quality.) I simply don't trust that they will hold up over time. If these cost $5 or less, I might be more forgiving. I think if you are willing to air them out and limit yourself to wearing them primarily indoors, they will work for you.  If this company ever decides to use better quality materials, I will gladly buy them. They are that comfortable.  Until then, I am returning mine and resuming my search for comfy sandals.",1
"I usually forget to come back and leave reviews so I bought these back in May as I was preparing a 3 day Disneyland trip. Oh my goodness, these saved me!!! I walked all day in these, 3 times in Disneyland and my feet were not sore, did not hurt at all! These are so awesome, they feel like you're walking on little clouds!!! I have since then bought another pair in another color and another pair for my sister that tried them on and thought they were awesome as well.<br />I totally would buy more!!",4
It's cute but not as big as in the photo...it takes a little work to put a 2 in binder in it its just not that wide but I use it for school and The straps rip over time like 3 weeks and I sewed it back then it ripped again it weak material,2
These shoes are hard to walk in. No arch support and very hard on the heels!,1
I own several pairs of Skechers sandals and I am giving three stars for two reasons:<br />1. they run a bit large and loose;<br />2. The straps are hard and not that comfortable as those made from fabric martials.<br /><br />I got them at a good price and I am keeping them. I wish they make more of those with fabric material on the straps which stretch and offer more comfort and flexibility.,2
"I really liked these glasses. However, in less than 7 months, one lens had a crack which continued to get worse, and the other had the start of a crack — this was without ever inter-changing the lens. I shipped the lens to the manufacturer Bushnell since they were still under warranty. According to them this flaw is NOT covered under the warranty. But they will sell me $36 replacement lens if I'd like. A big disappointment!",0
"I have purchased shoe trees before and these are hands down my favorite. They slide in with ease, extend, and keep my boots looking great. They are a smart investment for anyone with shoes and boots they want to keep looking good.",4
zipper is about to brake,2
Perfect,4
Thought the color would be a different shade of brown.,1
Had to send these back. They squeezed my foot to much. I had also bought the kids 6 which is the same size as a women's 8. The kids was wider and more comfortable.,1
"I like them, but the front-most strap hits my pinky in the wrong spot.  My toes angle too much to wear comfortably.",3
"The slippers are very attractive, they are just too big for my feet and I can trip over myself if I'm not careful.  The was a small tear in the seam when I opened the box.  It was easy to repair but concerning that it was torn upon receipt.  Otherwise, they are very comfortable.",2
"Not a good arch support. However, I have Dr. Scholl's comfort gel insoles. So I can wear them as long as I want.  I love them.",4
very cheaply made.  Glue everywhere on the seams.  This was for both the tan and the black version of the shoe. I returned right away :(,0
"I receved today completely differend type of sunglasses. Its says that frame black and glass - grey, but mine is Brown ! I've attached the pic. I dond know whos mistake but Im returning the order and never would order from that place",0
Very plush sole and super comfy but no arch support at all.,3
"Cushion isn't as comfortable as I would've hoped. I've owned an under armour pair and 2 Nike pairs, these didn't compare. Also, the right cushion came flat campers to thr left sandal. Pretty disappointed but I wore them one day so I couldn't return.",2
"Very comfortable for a few hours, apparently not good to walk in them all day with a short break in period as I did get a blister on my toe and soreness on the outside of my feet near the back strap where the support is either a bit high or not wide enough for my foot. Hoping they will become more comfortable as I wear them more often for shorter periods of time. Normally wear a size 6.5, went with a 7 - the straps are made of a soft material and are very comfortable -  not too loose for being a half size bigger as they are adjustable.",3
"Very comfortable sandal but not much arch support...thus, the reason why I can't wear them all day.",2
"These are really nice shoes!  I loved the way they looked!  I wore them to a wedding, and danced in them.  Of course, my arches hurt after dancing and wearing them for about ten total hours, but that's to be expected.  I got so many compliments!  They looked great!",3
"I bought these for my husband for his birthday and was a little worried about them being fake, but they are legit.  My husband loves them, and I steal them to wear all the time too.  The gradient lenses are great, blocks out the sun but does not affect your visibility.",4
They are a perfect fit. My son loves them!,4
"These are fine slippers but don't expect them to last.  Within a few months, as many other buyers have experienced, there were holes in the toes of both slippers.  For $80, I expected better quality.  I'll try a different brand in the future.",0
"I'm a size 9 (occasionally a half-size down or up) over-pronator with a wide forefoot and an average heel, so I look for stability, motion control, and arch support in a running shoe in a wide size (D).  I've had good experiences with some men's Asics in a medium width, but I liked the looks of this women's shoe so much that I decided to try it.  I do love the looks, but alas, the D size isn't a true wide, which I can usually wear:  while the size-9 length of these fits me well, both the toe box and midsection are so narrow that the shoe is too snug even with thin socks.  They are extremely breathable because they're mesh, but because of that I'm not sure they'd stretch enough even with a professional stretcher to be wearable with crew socks, and they'd be quite uncomfortable to work out in.  Correction:  I got these in a size 9.5.  So even though I'm normally a size 9, that would be way too tight in this shoe.  Also, perhaps because they're all-mesh, they don't offer as much stability and cushioning as most of the Asics I've had, which is surprising, considering that on another website the manufacturers says they're &#34;Built for mild to moderate overpronator who requires a blend of enhanced cushioning and stability.&#34;  I didn't notice either one.  I would have loved to be able to keep these shoes, but I'll have to return them and either go back to wearing men's sneakers or find something in a true wide.  PROS: Beautiful shoe, good price, looks great if you can wear it. CONS:  Not a true wide even if labeled &#34;D&#34;; less cushioning and compensation for pronation than some descriptions indicate.",2
Love it..,4
"Bought these for running shoes for a friend and thy fit perfectly.<br />Compared prices to the Asics store, online competitors, and the outlets and the verdict is that Amazon has the best deal! Tax and shipping and everything included, Amazon still wins (but I had prime). The shoes came quick and was brand new in box. It looked exactly like the picture and the actual shoes. It fits as expected and feels quite comfortable. It's good for running and fairly quick to break into the shoes. It's not Nike but does the job well and cushions when running on gravel.",4
"They run too small and as O live in Peru was not able to send the. Back, will have to tey and sell them",0
The comfort is good. The sad part is I've only worn these for two days (not consecutively) and the silver stud has popped off the top of the right sandal.,1
"These shoes are irregular, defective or knockoffs. These shoes do not fit and do not have the same padding and support as the Patagonias I now own. I will be returning.",0
The boots are beautiful. Tight in the calf but I think they will stretch and be comfortable.,3
this is a house acct for amazon - we bought things for a trip but when they arrived they were not as expected and these had free return option....etc. yet amazon was not happy with us returning this. pfft I am really starting to regret that I own a kindle. Amazon is not good with customers.,0
Very comfortable.,4
They didn't have anything of a heel as I thought they would from the promo image..,2
Well made but leather is stiff.  had to return because front part over big toe pressed into my toe when I walked.  May have softened up and widened if I kept them and wore them around,3
Order a half size larger.,2
"I have an origional &#34;96&#34; pair of these that were the most comfortable shoes I've ever owned.  These feel great in the foot bed, but the elastic mary jane strap on top is just a little too short.  I can get them on and wear them, but the strap begins to dig in after a while.  Wish they were the same length as the old ones.",3
all kids in the block may have these kicks on but it shouldn't stop you from owning one just got my first pair yesterday and it really looks good on me. thanks Nike!,4
nice!,3
"Not what was pictured and what made it more irritating is you can't see that it says they are the hybrid lenses until you click on them which you don't do if you hit buy now. Also, the fact that Oakley doesn't even sell the m frame heater lenses (which I just found out) is rediculous.",0
Disappointed in the fit.,0
"Very good shoe. With roughly 80 miles so far wearing them, I am very satisfied. They were narrow but after removing the insoles, perfecto.",4
"I usually wear between size 6 & 61/2 in heels/ sneakers so I was a bit concerned after reading the reviews about the size not being consistent. I however went with my gut & ordered a size 6 1/2 as I thought the 7 would have been too big even with socks on. I'm glad I decided to choose the 6 1/2!!! It fits perfectly. I can wear medium thickness socks with them & they will still be comfy. I thought the legs would be a bit snug, but they have some room in them that I can wear my skinny jeans inside, or my boot cut jeans outside. I love that about them! I think once you know your size you will choose well. I have a slightly wide width foot, but these are wide enough in front that my toes aren't squeezing. I can't wait to wear them on my Christmas vacation!!!<br />I gave this four stars only because although there are adjustable straps around the ankle & calf, they don't really make that much of a difference to me. They are super comfy though.<br />Made with high quality materials.",3
"These shoes come very tight fitting, but once they are worn in they are fantastic. I have several pairs similar to these and these have lasted for months. They are the only shoes I wear and they can definetly withstand some usage.",3
"Clarks Lexi Alloy are just as great as I thought they would be.  Clarks NEVER disappointment me.  I have troubles finding shoes with good support in the soles, Clarks are always dependable to have good support yet comfy.",4
bad quality。。,2
Will be returning.,0
I initially bought an 11 and to exchange for a 12.They're fine now. I usually wear an 11 so I  guess they ran a little small. It could be the style of shoe rather than a dress oxford.,4
the most durable pair of slippers for men in the market. Rainbow Sandals keeps making it happen.,4
"Jessica brand always delivers style. In the 9 years that her brand has been part of my collection, her shoes run a half size smaller than most brands.",2
They are not a true size 38 and fit small.  I was disappointed in the purchase.,1
As soon as I saw these in the box I knew i didn't like them. That was OK and Amazon took them back without a problem.,1
Perfect. Thank you!,4
The width of the shoe was way too narrow. And they don't come in a wider size:(,0
"I have received the product a good shape. However, one of the shoes was missing a lace, seriously !!",1
"i like the style of this product but worried that a smaller size would not accommodate a wide toe width, ended up being ok as ordered, but not a perfect fit",2
"Incredibly well made, perfect addition to the shoe game.",3
"Disapointed in the fit/support !  considering they are ( joggers ) .<br />Should have kept the packaging so I could have returned them,but I didn't. even tried adding insole but that didn't help either !",1
The sunglasses were not comfortable to wear and caused a blind spot.,1
"These shoes are extremely narrow in the toe area, which I have never experienced before with New Balance shoes.  I have worn these shoes a few times to the gym for P90X class, and the sole is already starting to peel away.  I am very disappointed with this New Balance product.",1
cute good shoe,3
"I agree with above review.... I had 2 pairs of these in the past and the only reason I was replacing was that I keep losing them but they last for ages!! The latest pair both the arms broke off within 2 months of buying them, doing every day stuff when I would previously wear these for triathlon and repeatedly abuse them and they would stand up to it. Not impressed by whoever they've outsourced manufacturing to.",0
Love these glasses!! Great fit and wonderful construction.,4
"Need to buy again, I love fitflops",4
Very fragile and cheapl<br /><br />They don't expand far enough to be placed on the glasses without forcing.,1
Higher strap too high on my instep,2
I am happy with purchase,4
cute still not used to heels,3
"These shoes are very cute!!! However, they were too big for my daughter. It clearly wasn't a 9T, so now my daughter will have to wait to wear them.",1
the shoes hurt the feet; It's a shame because they are beautiful.,2
I really loved the look of this shoe which=h made me purchase the shoe but when I treid it on I was disappointed that the zipper didn't<br />go up. I gave the shoes to one of my friends.,1
just like the 50's,3
"good for driving,not dark enough for sun. gave them to my son.",3
Very comfortable  i like them and fashionable. .,3
Bought these for my boyfriend who is a construction worker and it wore off fast. Shoes are more for looks than what it supposedly says its built for...,1
"Unfortunately, the shoe does not fit. It runs very small and very upset.",1
"Good quality but could use more cushion.I work on concrete floors,after 6 hours my feet begin to ache.",2
"if you would send me another pair that would be good then the doctor could finished with my glasses then I can send the first pair back,<br />then I would happy and will be glad to give a five star raiding.",0
"I have a few pairs of Sanuk yoga slings and they have been my favorite shoes, aside from having fabric between my toes. I ordered these expecting the same fit and comfort and found that that toe strap has NO give. I have wide feet and couldn't even get the strap to budge enough to get over my pinky toe. So very disappointed. There is no reason for that strap to need to be that stiff. I thought I found my perfect sandal, I guess I was wrong.",1
"Cute, but a lot shorter than I expected and the sizes run small.",2
Very pretty good quality shoe but the ankle strap fits too loose on a small ankle.,3
One foot fit the other I couldn't even slide on...sending back. There's a pucker in the foot bed fabric.,0
I love them,3
"Felt and looked cheap.  Reality very different  than picture.  Fit was<br /><br />strange.  Promptly returned.  Bought Dr, Scholls.  Much much better.",1
I like my boots,2
Love my Danner Pronghorns!!!!,4
"Order 1/2 size smaller if u don't like to wear socks. Secondly... This shoe quality is horrible. After wearing it the 2nd time, the back of the shoe ripped. I think the plastic material is cheap n started shedding badly behind the shoe. I think this shoe can last maybe 1 month or less til I trash it.",0
"I ordered 1/2 size smaller and fits perfect, I love these boots",4
Its truly hard to imagine that these shoes weren't even worth the 5$ I paid for them. Yes they were cute. And yes I expected them to be not great in the arch support department but the way that the elastic is supposed to keep it on your foot simply doesn't function.  They pretty much gave me a flat tire walking 5 steps down the hallway: I cant even imagine the pain in the rear that these would give you if you walked in them all day long.  They are cute but you would have to get them pretty tight in order for them to stay on your feet.,1
"Nice style and colors. But run small! Normally wear an 8.5, ordered a 9. My heel sticks out coz it's too small. Also very narrow and tight straps, if u have wide feet this would be too skinny for u. Disappointed",1
Plastic frame cracked the first time worn.,0
makes foot appear longer than normal.,2
"I have wide feet, and it seems like every pair of flats I've ever bought has given me blisters within the first hour of wearing them. I bought these shoes hoping the leather would be soft and the wide width would accommodate my post-pregnancy (even wider) foot, and I was not disappointed! I'm a teacher, so I'm on my feet all day, and I made it home without a SINGLE blister at the end of the day. That has never happened to me!<br /><br />I'm guessing that if you have narrow feet, the shoe could be a little too roomy for you. But if you have normal or wide feet, these are definitely worth the price! I'm planning to buy them in several more colors.",4
The picture looks better then the actul shoe it's self. The pair I received were smashed and trying to reshape them. I do like this brand have ordered several different styles. Over all they are nice for the money,3
"Oy!  Don't quite know what to say.  The heels are covered in beige leather (perhaps faux leather) and the shoes are BLACK.  Something is very wrong!!!!!  Would not want to ever patronize this vendor again.  Just too much trouble to return, so I have them as a reminder &#34;caveat emptor&#34;.",0
Very nice shoes delivered on time,0
the product had to go back there was a defect but otherwise was a nice shoe,3
"XS fit a girls size 2.5, If any bigger I would go for a small",4
"Fit on the smaller side for my son. The material is cheap and flimsy. I will never buy these again. I don't like how the bottoms of them are. Velvet stuff..just not safe to put that on the bottom. The lights are cool, but unfortunately, that is the only cool thing about them and that's the one star they got.",0
"Why pay for shipping if you can't deliver on the promised date?! My order arrived late and you used no more than a 1gram plastic envelope for shipping thus offering ZERO protection.   On to the actual Shoes.. they are cute HOWEVER I did not receive the correct color, the black and silver turned out to be a black and gold which is ok but NOT what I ordered and paid for.   Secondly the shoes will need to be broken in unless you have very narrow feet, I wear a 8 1/2 in Nine West shoes and could barely get the shoes on the first time I tried so I figured I could brake them in while driving.   Finally, pay close attention to the actual platform part of the shoe, it does not cover all the way to the peep toe (which btw wont be a peep toe until worn a few times). Instead of being rounded off for a comfortable gate you will be walking on something about half a size smaller, so if you have BALANCE issues this may not be for you.",1
"I like them, not the best running shoes i ever had,but a good value",3
"Adorable shoes! I remember, when buying, the pictures had been unclear about what the &#34;ribbon pattern&#34; was. I was afraid it would end up being camouflage, but when it came it turned out to be a really pretty neutral paisley. Also, the shoe doesn't come all the way up the front of your foot (so you'd have to wear special socks) but I didn't mind that as that was the style. The only problem I had with the shoes was that the do run small. Most of the time I am an 8 1/2, but when I bought that it was way too tight. As my right foot is slightly larger than my left and I do have thin feet, I decided to go up by only a half size, but some people might have to go up a whole size. Overall, it's a really great shoe.",3
These don't fit right,1
Bought these for my daughter and she loves them!,3
"Plastic shoes, no leather no comfort.",1
"I guess I am too naive about women's shoes. After spending hours in a shoe warehouse looking for ANY cross-trainers in wide widths and leaving with no options, I did some research online, then came to Amazon where I spent even more hours reading reviews. I purchased four pairs of cross-trainers and not a single one worked. Learn from my mistakes.<br /><br />As a reference, my bigger foot (left) is 9.5&#34; from big toe to heel, the ball is the widest part of my foot at just over 4&#34; and my heel is 2.5&#34; wide. I typically wear a size 7.5. I have a bunion on my left foot, very high arches, and my pinkie toes are a bit hammertoed from years in ill fitting high heels. I am making a concerted effort to wear better shoes, even if it costs me more. Unfortunately shoemakers refuse to recognize women with foot widths over 3&#34;. I ordered all these shoes in 7.5 D because I didn't see them any wider. That may have changed by the time you are reading this. Zappos tells me I should have ordered a size 8. Take my review for what it is: my one-time opinion.<br /><br />Pair 1: NB 797 7.5 D. As I took these out of the box I knew they were doomed. Seriously, these don't look like &#34;wide&#34; shoes at all, I wish I'd gotten the &#34;normal&#34; B width to compare. This must be a joke, right? After putting them on I noticed what is a constant problem for me. The toe box of the shoe is too narrow, while the heel/opening is gargantuan. Pinkie toes are pinched and bunion is sensitive. Length is also cutting it close, like half a thumb left up front. Seems low on the sides but that's probably for the lateral movement. Also, the insole seems to be floating in the shoe. It's not too narrow, it's just not glued down so it seems like it might keep coming out every time I take the shoe on and off.<br /><br />Pair 2: NB 711 7.5 D. These are the cutest in my opinion. I seriously want these to work. But they look so narrow. What. the. heck. Ah, super lightweight, not a lot of seams, narrower heel for sure. Also less padded around the shoe opening than #1. After leaving it on for just a few minutes, my bunion is throbbing slightly. That does not bode well. Length is cutting it close. If this came in an 8 4E, it would be a keeper.<br /><br />Pair 3: NB 20 Minimus 7.5 D. These are definitely the least appealing to me. I mean they aren't bright white, but not my cup of tea. Anyway. Definitely the widest of the bunch. Ample room on the outside of the foot, it's weird, they sort of lean in, in a way that makes my bunion feel the bottom seam of the shoe. So it's not the pressure from the top or side that is irritating it, it's the lip of the shoe insert. Oh, there's no insert. Well I guess just where the upper and lower parts of the shoe meet. Looking at it you would be able to tell what I'm talking about; it definitely leans. The sides and back come up a little higher on the ankle, still not above the outer fibula bone-end, or the interior navicular bone-bump, so I like it more. I'm also clearly a dum-dum for ordering a 7.5. Still, this feels the best so far except for lean and it's effect on my bunion. Is the lean important to &#34;minimal&#34; shoes? Also, the box mentions running, which is not what I'm interested in. The listing online says cross-trainer.<br /><br />Pair 4: Asics Gel Unifire 7.5 D. These are also a joke. The leather detail work on the uppers irritate my bunion from the start. The toe box is too narrow for the rest of my digits too. Actually the length on this seems better, but that is the only thing that is okay with this shoe. It feels nicely padded, I'll give it that. A big nope, all in all.<br /><br />So all four of these go back, what a delight. This isn't a waste of my money and time at all, nooooo. I have now ordered NB Mens 623s and 608 in both 2E and 4E. I've also ordered from Zappos the Asics Gel 180 in 2E for women and the Asics Gel Acclaim in 2E for men. I think the biggest problem is Amazon's lack of selection (not even color-wise, just pure options!) at wide widths, and potentially no standardization of sizes, just like clothes. Are wide shoes just the unicorn of footwear or does Amazon just not care?",1
These shoes are great!,4
"Love it, comfortable and I can wear it with jeans or a dress.",4
Not happy with these I only had them a short time an already coming apart,1
This is the second pair I own and I love them!<br />They are very comfortable and I can wear them with anything. I love the color and I wear them every day.,4
My feet is suffering wearing this pair of shoes,0
Front wider than expected.  Shoe fits well,2
"Comfortable, happy with the purchase",3
They were super small and could not fit on head. I gave them to my 7 year old step daughter,0
Very cute but just not comfy...had to return them.,2
Had to send back. Thought I ordered medium width but accidentally ordered wide so shoe too big. Replacing older version of same shoe & leather straps were half as thick & skimpy so I didn't reorder.,1
Really nice sandals but are very narrow. So really made for those narrow feet not us regular B sz.,2
Very cute with jeans or slacks--winter shoes only though as they do not breathe and any warm weather will result in very very sweaty stinky feed.,2
"Colors & pattern are gorgeous. The bag is just the right size for what I was lookin for. It's a thin tote bag (seamed bottom, not flat bottom). I absolutely love this Vera Bradley bag in Heather & will order other matching pieces.",4
The size is certainly not 10 W but much larger.If it was the right size it would have been an awesome pair of shoes;,1
"It is an extremely small backpack, and the clip for the flap doesn't stay very well.",1
I like the retro look. Too big for me by half a size. I put in gel insoles. Still a tad big.,3
The shoes are nice & comfortable for the deal price. But beware they are 1/2 or 1 size small. My size is 7 for almost all brands but these ones were too tight. I believe a size bigger would fit perfectly.,3
"The boot would have been OK, except that when they arrived, some of the finish was scraped off on the top of the boot.  I had to return them.  Also, the finish itself was not what I had expected.  They would have scuffed easily, with no way to cover the scrapes.  Too bad, because they are really cute, and comfy.",2
Not true to size they run small but comfortable,1
These glasses are super cute and I would wear them if they would fit me. Unfortunately they are way too big for my face and don't stay on longer for a few seconds. Now they just sit on my dresser and have no use :/,2
"The vans look very nice, but for some reason are incredibly small. I usually order the Vans canvas shoes at the same size on amazon and have no problems at all, but these were just horrendous. All sizes are not equal! Buy carefully.",2
Runs about 1/2 size large. Very flattering style and reasonably priced.  The light gold is pretty but unfortunately not a color I need.,4
"They looked nice and shipped quickly, however they were too large, and I returned them for a refund.",2
Fake. I didnt know...,1
